0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,48,49,0,0,0,48,49,0,0,48,49,0,0,0,0,0,0,48,49,0,0,0,0,48,49,0,0,48,49,0,0,0,0,0,0,0,0,0
0,0,64,65,0,0,0,64,65,0,0,64,65,0,0,0,0,0,0,64,65,0,0,0,0,64,65,0,0,64,65,0,0,0,0,0,0,0,0,0
0,0,72,73,0,0,0,72,73,0,0,72,73,0,0,0,0,0,0,64,65,0,0,0,0,64,65,0,0,64,65,0,0,0,0,0,0,0,0,0
0,0,64,65,0,0,0,64,65,0,0,64,65,0,0,0,0,0,0,64,65,0,0,0,0,64,65,0,0,64,65,0,0,0,0,0,0,0,0,0
0,0,72,73,0,0,0,72,73,0,0,72,73,0,0,0,0,0,0,64,65,0,0,0,0,64,65,0,0,64,65,0,0,0,0,0,0,0,0,0
0,0,64,65,0,0,0,64,65,0,0,64,65,0,0,0,0,0,0,64,65,0,0,0,0,64,65,0,0,64,65,0,0,0,0,0,0,0,0,0
0,0,72,73,0,0,0,72,73,0,0,72,73,0,0,0,0,0,0,64,65,0,0,0,0,64,65,0,0,64,65,0,0,0,0,0,0,0,0,0
0,0,64,65,0,0,0,64,65,0,0,64,65,0,0,0,0,0,0,64,65,0,0,0,0,64,65,0,0,64,65,0,0,0,0,0,0,0,0,0
0,0,72,73,0,0,0,72,73,0,0,72,73,0,0,0,0,0,0,64,65,0,0,0,0,64,65,0,0,64,65,0,0,0,0,0,0,0,0,0
0,0,64,65,0,0,0,64,65,0,0,64,65,0,0,0,0,0,0,64,65,0,0,0,0,64,65,0,0,64,65,0,0,0,0,0,0,0,0,0
0,0,72,73,0,0,0,72,73,0,0,72,73,0,0,0,0,0,0,64,65,0,0,0,0,64,65,0,0,64,65,0,0,0,0,0,0,0,0,0
0,0,56,57,0,0,0,56,57,0,0,56,57,0,0,0,0,0,0,56,57,0,0,0,0,56,57,0,0,56,57,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
